timestamp,0xF030D05B_blue_temperature (degrees C),0xF030D05B_blue_humidity (% rH),0xEFCF86D7_yellow_temperature (degrees C),0xEFCF86D7_yellow_humidity (% rH),0xF030D0CF_red_temperature (degrees C),0xF030D0CF_red_humidity (% rH)
1032868,,,21.74,51.49,,
1032988,,,,,23.17,7.19
1033790,24.94,7.73,,,,
1033880,,,21.74,51.49,,
1034000,,,,,23.18,7.19
1034802,24.94,7.73,,,,
1034891,,,21.74,51.52,,
1035012,,,,,23.18,7.17
1035813,24.95,7.73,,,,
1035903,,,21.73,51.51,,
1036023,,,,,23.18,7.13
1036825,24.94,7.72,,,,
1036914,,,21.72,51.54,,
1037035,,,,,23.17,7.17
1037837,24.93,7.66,,,,
1037926,,,21.72,51.54,,
1038047,,,,,23.21,7.2
1038848,24.94,7.63,,,,
1038938,,,21.74,51.55,,
1039058,,,,,23.19,7.22
1039860,24.95,7.64,,,,
1039949,,,21.74,51.53,,
1040070,,,,,23.2,7.26
1040871,24.94,7.67,,,,
1040961,,,21.73,51.56,,
1041081,,,,,23.19,7.2
1041883,24.96,7.69,,,,
1041973,,,21.74,51.54,,
1042093,,,,,23.19,7.15
1042895,24.93,7.68,,,,
1042984,,,21.72,51.53,,
1043105,,,,,23.19,7.21
1043906,24.95,7.73,,,,
1043996,,,21.75,51.55,,
1044116,,,,,23.19,7.19
1044918,24.95,7.78,,,,
1045007,,,21.74,51.56,,
1045128,,,,,23.2,7.21
1045930,24.97,7.81,,,,
1046019,,,21.75,51.56,,
1046139,,,,,23.21,7.19
1046941,24.98,7.8,,,,
1047031,,,21.72,51.56,,
1047151,,,,,23.21,7.21
1047953,24.93,7.86,,,,
1048042,,,21.77,51.56,,
1048163,,,,,23.22,7.25
1048965,24.95,7.83,,,,
1049054,,,21.76,51.56,,
1049174,,,,,23.23,7.25
1049976,24.93,7.8,,,,
1050066,,,21.77,51.56,,
1050186,,,,,23.23,7.21
1050988,24.95,7.89,,,,
1051077,,,21.78,51.53,,
1051197,,,,,23.23,7.22
1052000,24.98,7.88,,,,
1052089,,,21.78,51.56,,
1052209,,,,,23.25,7.2
1053011,24.98,7.85,,,,
1053100,,,21.78,51.55,,
1053221,,,,,23.24,7.31
1054023,24.99,7.76,,,,
1054112,,,21.76,51.54,,
1054232,,,,,23.24,7.28
1055035,25.01,7.75,,,,
1055124,,,21.73,51.51,,
1055244,,,,,23.21,7.28
1056047,24.98,7.72,,,,
1056135,,,21.73,51.55,,
1056256,,,,,23.21,7.25
1057058,24.98,7.68,,,,
1057147,,,21.75,51.57,,
1057268,,,,,23.23,7.23
1058070,24.99,7.67,,,,
1058159,,,21.74,51.59,,
1058279,,,,,23.26,7.27
1059081,24.99,7.68,,,,
1059171,,,21.71,51.58,,
1059291,,,,,23.23,7.22
1060093,25.0,7.64,,,,
1060182,,,21.72,51.58,,
1060303,,,,,23.25,7.24
1061105,24.99,7.71,,,,
1061194,,,21.7,51.58,,
1061314,,,,,23.24,7.28
1062117,25.01,7.65,,,,
1062206,,,21.74,51.58,,
1062326,,,,,23.22,7.27
1063128,25.02,7.65,,,,
1063217,,,21.74,51.57,,
1063338,,,,,23.21,7.24
1064140,24.99,7.64,,,,
1064229,,,21.77,51.6,,
1064349,,,,,23.22,7.28
1065152,25.01,7.59,,,,
1065241,,,21.74,51.59,,
1065361,,,,,23.21,7.22
1066163,25.01,7.58,,,,
1066252,,,21.76,51.58,,
1066373,,,,,23.24,7.23
1067175,24.98,7.62,,,,
1067264,,,21.77,51.55,,
1067385,,,,,23.23,7.27
1068187,24.98,7.61,,,,
1068276,,,21.77,51.54,,
1068396,,,,,23.23,7.28
1069198,24.95,7.62,,,,
1069287,,,21.74,51.52,,
1069408,,,,,23.23,7.25
1070210,24.99,7.6,,,,
1070299,,,21.75,51.56,,
1070420,,,,,23.23,7.22
1071222,25.0,7.62,,,,
1071311,,,21.76,51.53,,
1071431,,,,,23.21,7.25
1072233,24.99,7.68,,,,
1072322,,,21.74,51.48,,
1072443,,,,,23.23,7.24
1073245,25.01,7.64,,,,
1073334,,,21.75,51.53,,
1073454,,,,,23.22,7.25
1074257,24.97,7.65,,,,
1074346,,,21.74,51.5,,
1074466,,,,,23.25,7.24
1075268,24.99,7.66,,,,
1075357,,,21.76,51.51,,
1075478,,,,,23.23,7.28
1076280,25.01,7.69,,,,
1076369,,,21.78,51.52,,
1076490,,,,,23.24,7.24
1077292,24.99,7.74,,,,
1077380,,,21.75,51.45,,
1077502,,,,,23.24,7.27
1078303,25.01,7.67,,,,
1078392,,,21.75,51.5,,
1078513,,,,,23.22,7.22
1079315,24.99,7.79,,,,
1079404,,,21.73,51.46,,
1079525,,,,,23.24,7.27
1080327,24.98,7.75,,,,
1080415,,,21.76,51.51,,
1080537,,,,,23.24,7.27
1081339,25.0,7.72,,,,
1081427,,,21.73,51.52,,
1081548,,,,,23.24,7.23
1082351,25.03,7.67,,,,
1082439,,,21.76,51.5,,
1082560,,,,,23.23,7.28
1083362,25.01,7.69,,,,
1083450,,,21.73,51.48,,
1083572,,,,,23.22,7.27
1084374,24.98,7.7,,,,
1084462,,,21.74,51.49,,
1084583,,,,,23.22,7.27
1085386,24.99,7.75,,,,
1085474,,,21.73,51.51,,
1085595,,,,,23.24,7.29
1086397,24.99,7.72,,,,
1086485,,,21.76,51.49,,
1086607,,,,,23.22,7.28
1087409,25.01,7.82,,,,
1087497,,,21.74,51.47,,
1087619,,,,,23.22,7.27
1088421,25.0,7.78,,,,
1088509,,,21.72,51.51,,
1088630,,,,,23.23,7.29
1089433,24.99,7.86,,,,
1089521,,,21.74,51.49,,
1089642,,,,,23.21,7.29
1090444,25.01,7.78,,,,
1090532,,,21.73,51.5,,
1090654,,,,,23.24,7.32
1091456,25.01,7.76,,,,
1091544,,,21.78,51.48,,
1091666,,,,,23.25,7.29
1092468,25.01,7.75,,,,
1092556,,,21.73,51.48,,
1092677,,,,,23.24,7.32
1093479,25.03,7.76,,,,
1093567,,,21.76,51.45,,
1093689,,,,,23.24,7.32
1094491,25.02,7.74,,,,
1094579,,,21.76,51.45,,
1094701,,,,,23.25,7.35
1095503,25.01,7.75,,,,
1095590,,,21.77,51.43,,
1095713,,,,,23.26,7.32
1096514,25.0,7.76,,,,
1096602,,,21.77,51.44,,
1096724,,,,,23.27,7.3
1097526,25.01,7.74,,,,
1097614,,,21.75,51.45,,
1097736,,,,,23.26,7.33
1098538,25.04,7.79,,,,
1098626,,,21.75,51.43,,
1098748,,,,,23.24,7.31
1099550,25.03,7.75,,,,
1099637,,,21.77,51.43,,
1099760,,,,,23.24,7.37
1100561,25.05,7.77,,,,
1100649,,,21.77,51.38,,
1100771,,,,,23.25,7.35
1101573,25.02,7.76,,,,
1101660,,,21.77,51.4,,
1101783,,,,,23.24,7.35
1102585,25.03,7.73,,,,
1102672,,,21.79,51.37,,
1102795,,,,,23.23,7.32
1103596,25.05,7.81,,,,
1103684,,,21.76,51.36,,
1103806,,,,,23.25,7.32
1104608,25.03,7.78,,,,
1104695,,,21.77,51.39,,
1104818,,,,,23.26,7.34
1105620,25.02,7.8,,,,
1105707,,,21.8,51.35,,
1105830,,,,,23.23,7.33
1106632,25.02,7.76,,,,
1106719,,,21.78,51.37,,
1106842,,,,,23.26,7.33
1107643,25.02,7.84,,,,
1107730,,,21.82,51.34,,
1107853,,,,,23.26,7.34
1108655,25.04,7.87,,,,
1108742,,,21.78,51.33,,
1108865,,,,,23.25,7.33
1109667,25.04,7.87,,,,
1109754,,,21.81,51.32,,
1109877,,,,,23.27,7.36
1110678,25.04,7.84,,,,
1110765,,,21.81,51.32,,
1110889,,,,,23.26,7.34
1111690,25.06,7.86,,,,
1111777,,,21.79,51.3,,
1111901,,,,,23.23,7.32
1112702,25.06,7.82,,,,
1112789,,,21.8,51.28,,
1112912,,,,,23.26,7.34
1113713,25.04,7.86,,,,
1113800,,,21.8,51.27,,
1113924,,,,,23.27,7.29
1114726,25.06,7.85,,,,
1114812,,,21.8,51.31,,
1114936,,,,,23.27,7.36
1115737,25.08,7.81,,,,
1115823,,,21.8,51.27,,
1115948,,,,,23.24,7.33
1116749,25.05,7.87,,,,
1116835,,,21.81,51.29,,
1116960,,,,,23.28,7.33
1117761,25.05,7.82,,,,
1117847,,,21.78,51.27,,
1117971,,,,,23.25,7.35
1118772,25.05,7.82,,,,
1118858,,,21.8,51.28,,
1118983,,,,,23.25,7.3
1119784,25.07,7.8,,,,
1119870,,,21.8,51.3,,
1119995,,,,,23.25,7.32
1120796,25.06,7.82,,,,
1120882,,,21.79,51.3,,
1121007,,,,,23.25,7.33
1121808,25.06,7.79,,,,
1121893,,,21.8,51.34,,
1122019,,,,,23.26,7.33
1122820,25.05,7.69,,,,
1122905,,,21.79,51.29,,
1123031,,,,,23.27,7.28
1123831,25.04,7.73,,,,
1123917,,,21.78,51.34,,
1124042,,,,,23.28,7.31
1124843,25.08,7.77,,,,
1124929,,,21.77,51.31,,
1125054,,,,,23.26,7.29
1125855,25.05,7.74,,,,
1125940,,,21.78,51.31,,
1126066,,,,,23.27,7.29
1126866,25.05,7.76,,,,
1126952,,,21.77,51.31,,
1127077,,,,,23.28,7.31
1127878,25.08,7.81,,,,
1127963,,,21.77,51.32,,
1128089,,,,,23.26,7.32
1128890,25.08,7.78,,,,
1128975,,,21.78,51.35,,
1129101,,,,,23.27,7.3
1129901,25.09,7.82,,,,
1129987,,,21.8,51.34,,
1130113,,,,,23.26,7.35
1130913,25.09,7.7,,,,
1130998,,,21.78,51.33,,
1131124,,,,,23.28,7.35
1131925,25.08,7.76,,,,
1132010,,,21.81,51.35,,
1132136,,,,,23.28,7.29
1132937,25.08,7.7,,,,
1133022,,,21.78,51.32,,
1133147,,,,,23.27,7.3
1133948,25.08,7.72,,,,
1134033,,,21.76,51.33,,
1134159,,,,,23.27,7.31
1134960,25.08,7.71,,,,
1135045,,,21.77,51.32,,
1135171,,,,,23.28,7.3
1135972,25.07,7.67,,,,
1136057,,,21.76,51.35,,
1136182,,,,,23.28,7.32
1136983,25.09,7.72,,,,
1137068,,,21.77,51.36,,
1137194,,,,,23.32,7.29
1137995,25.09,7.71,,,,
1138080,,,21.78,51.35,,
1138206,,,,,23.3,7.27
1139006,25.07,7.69,,,,
1139092,,,21.82,51.33,,
1139217,,,,,23.3,7.29
1140018,25.09,7.7,,,,
1140103,,,21.84,51.32,,
1140229,,,,,23.3,7.25
1141030,25.08,7.7,,,,
1141115,,,21.82,51.35,,
1141241,,,,,23.3,7.23
1142042,25.07,7.71,,,,
1142127,,,21.81,51.34,,
1142252,,,,,23.33,7.31
1143053,25.09,7.74,,,,
1143138,,,21.82,51.37,,
1143264,,,,,23.3,7.28
1144065,25.09,7.72,,,,
1144150,,,21.82,51.35,,
1144276,,,,,23.3,7.28
1145077,25.09,7.72,,,,
1145162,,,21.87,51.39,,
1145288,,,,,23.31,7.29
1146088,25.1,7.78,,,,
1146173,,,21.86,51.37,,
1146300,,,,,23.28,7.29
1147100,25.09,7.81,,,,
1147185,,,21.87,51.37,,
1147311,,,,,23.33,7.28
1148112,25.08,7.77,,,,
1148197,,,21.87,51.39,,
1148323,,,,,23.31,7.26
1149123,25.1,7.82,,,,
1149208,,,21.9,51.38,,
1149335,,,,,23.31,7.28
1150135,25.09,7.79,,,,
1150220,,,21.89,51.35,,
1150347,,,,,23.3,7.32
1151147,25.11,7.81,,,,
1151232,,,21.91,51.3,,
1151358,,,,,23.31,7.32
1152159,25.11,7.76,,,,
1152243,,,21.89,51.26,,
1152370,,,,,23.29,7.29
1153170,25.12,7.71,,,,
1153255,,,21.86,51.22,,
1153382,,,,,23.32,7.29
1154182,25.12,7.71,,,,
1154267,,,21.86,51.19,,
1154394,,,,,23.33,7.32
1155194,25.11,7.72,,,,
1155279,,,21.83,51.18,,
1155405,,,,,23.3,7.28
1156205,25.09,7.62,,,,
1156290,,,21.86,51.15,,
1156417,,,,,23.31,7.31
1157217,25.09,7.63,,,,
1157302,,,21.84,51.17,,
1157429,,,,,23.32,7.33
1158229,25.09,7.69,,,,
1158313,,,21.83,51.15,,
1158440,,,,,23.31,7.3
1159240,25.09,7.68,,,,
1159325,,,21.85,51.21,,
1159452,,,,,23.33,7.31
1160252,25.09,7.76,,,,
1160337,,,21.85,51.17,,
1160464,,,,,23.32,7.28
1161264,25.11,7.76,,,,
1161348,,,21.87,51.12,,
1161475,,,,,23.31,7.29
1162275,25.07,7.67,,,,
1162360,,,21.86,51.14,,
1162487,,,,,23.31,7.32
1163287,25.09,7.71,,,,
1163371,,,21.84,51.15,,
1163499,,,,,23.31,7.29
1164299,25.08,7.72,,,,
1164383,,,21.84,51.14,,
1164510,,,,,23.34,7.3
1165310,25.05,7.71,,,,
1165395,,,21.86,51.15,,
1165522,,,,,23.32,7.29
1166322,25.09,7.69,,,,
1166406,,,21.88,51.15,,
1166534,,,,,23.34,7.3
1167334,25.05,7.65,,,,
1167418,,,21.86,51.16,,
1167545,,,,,23.31,7.27
1168345,25.11,7.69,,,,
1168430,,,21.84,51.12,,
1168557,,,,,23.33,7.31
1169357,25.08,7.65,,,,
1169441,,,21.86,51.12,,
1169569,,,,,23.33,7.28
1170369,25.11,7.69,,,,
1170453,,,21.85,51.16,,
1170580,,,,,23.33,7.31
1171380,25.11,7.67,,,,
1171465,,,21.86,51.16,,
1171592,,,,,23.32,7.32
1172392,25.11,7.7,,,,
1172476,,,21.83,51.18,,
1172604,,,,,23.33,7.31
1173404,25.06,7.68,,,,
1173488,,,21.84,51.19,,
1173615,,,,,23.34,7.29
1174415,25.08,7.71,,,,
1174499,,,21.85,51.21,,
1174627,,,,,23.34,7.35
1175427,25.12,7.69,,,,
1175511,,,21.8,51.19,,
1175639,,,,,23.35,7.35
1176438,25.1,7.72,,,,
1176523,,,21.84,51.21,,
1176650,,,,,23.35,7.34
1177450,25.07,7.76,,,,
1177534,,,21.86,51.25,,
1177662,,,,,23.33,7.33
1178462,25.05,7.81,,,,
1178546,,,21.84,51.22,,
1178674,,,,,23.32,7.33
1179473,25.09,7.81,,,,
1179558,,,21.85,51.25,,
1179686,,,,,23.35,7.35
1180485,25.09,7.78,,,,
1180569,,,21.85,51.3,,
1180697,,,,,23.33,7.34
1181497,25.08,7.77,,,,
1181581,,,21.87,51.3,,
1181709,,,,,23.33,10.34
1182509,25.06,8.94,,,,
1182593,,,21.84,51.29,,
1182721,,,,,23.33,17.66
1183520,25.08,10.79,,,,
1183604,,,21.84,51.31,,
1183733,,,,,23.36,21.99
1184532,25.1,12.89,,,,
1184616,,,21.88,51.3,,
1184744,,,,,23.34,24.15
1185544,25.09,15.3,,,,
1185628,,,21.86,51.31,,
1185756,,,,,23.37,25.02
1186555,25.07,17.0,,,,
1186639,,,21.84,51.3,,
1186768,,,,,23.35,24.99
1187567,25.08,18.17,,,,
1187651,,,21.84,51.27,,
1187780,,,,,23.35,25.1
1188579,25.05,18.97,,,,
1188663,,,21.86,51.28,,
1188791,,,,,23.36,25.43
1189590,25.07,19.73,,,,
1189674,,,21.82,51.26,,
1189803,,,,,23.34,25.96
1190602,25.07,21.14,,,,
1190686,,,21.84,51.26,,
1190815,,,,,23.36,27.11
1191614,25.08,22.79,,,,
1191698,,,21.84,51.16,,
1191827,,,,,23.35,27.89
1192626,25.07,23.86,,,,
1192709,,,21.84,50.97,,
1192839,,,,,23.37,28.56
1193637,25.07,24.9,,,,
1193721,,,21.87,50.78,,
1193851,,,,,23.39,28.88
1194649,25.09,25.75,,,,
1194733,,,21.85,50.51,,
1194862,,,,,23.4,29.59
1195661,25.09,26.4,,,,
1195744,,,21.84,50.33,,
1195874,,,,,23.42,30.72
1196673,25.1,26.82,,,,
1196756,,,21.86,50.21,,
1196886,,,,,23.42,32.18
1197684,25.1,27.05,,,,
1197768,,,21.84,50.16,,
1197898,,,,,23.44,33.19
1198696,25.08,27.2,,,,
1198780,,,21.84,50.17,,
1198909,,,,,23.47,33.71
1199708,25.1,27.35,,,,
1199792,,,21.85,50.14,,
1199921,,,,,23.5,34.0
1200719,25.1,27.58,,,,
1200803,,,21.87,50.14,,
1200933,,,,,23.5,33.86
1201731,25.07,28.63,,,,
1201815,,,21.84,50.18,,
1201945,,,,,23.52,33.99
1202743,25.06,29.44,,,,
1202827,,,21.83,50.18,,
1202956,,,,,23.52,34.47
1203755,25.11,29.65,,,,
1203838,,,21.85,50.21,,
1203968,,,,,23.53,35.42
1204767,25.08,29.78,,,,
1204850,,,21.88,50.22,,
1204980,,,,,23.54,35.99
1205778,25.11,30.02,,,,
1205862,,,21.82,50.25,,
1205992,,,,,23.57,36.49
1206790,25.09,30.45,,,,
1206873,,,21.84,50.33,,
1207004,,,,,23.58,36.45
1207802,25.11,30.84,,,,
1207885,,,21.85,50.33,,
1208015,,,,,23.57,36.62
1208814,25.13,31.66,,,,
1208897,,,21.82,50.4,,
1209027,,,,,23.62,37.1
1209825,25.12,32.63,,,,
1209909,,,21.84,50.49,,
1210039,,,,,23.62,37.49
1210837,25.11,33.61,,,,
1210920,,,21.82,50.53,,
1211051,,,,,23.57,38.01
1211849,25.14,34.19,,,,
1211932,,,21.83,50.6,,
1212063,,,,,23.6,38.37
1212861,25.16,34.4,,,,
1212944,,,21.84,50.61,,
1213074,,,,,23.58,38.69
1213873,25.15,34.5,,,,
1213955,,,21.85,50.58,,
1214086,,,,,23.56,38.82
1214884,25.15,34.56,,,,
1214967,,,21.85,50.52,,
1215098,,,,,23.58,38.7
1215896,25.16,34.64,,,,
1215979,,,21.84,50.46,,
1216110,,,,,23.57,38.48
1216907,25.14,34.72,,,,
1216990,,,21.86,50.52,,
1217121,,,,,23.54,38.25
1217919,25.17,34.71,,,,
1218002,,,21.86,50.58,,
1218133,,,,,23.54,38.02
1218931,25.15,34.77,,,,
1219014,,,21.85,50.57,,
1219145,,,,,23.54,37.83
1219942,25.16,34.73,,,,
1220026,,,21.84,50.59,,
1220157,,,,,23.5,37.57
1220955,25.12,34.7,,,,
1221037,,,21.85,50.63,,
1221169,,,,,23.49,37.29
1221967,25.14,34.67,,,,
1222049,,,21.87,50.72,,
1222180,,,,,23.5,37.02
1222978,25.15,34.51,,,,
1223060,,,21.82,50.74,,
1223192,,,,,23.49,36.77
1223990,25.15,34.36,,,,
1224072,,,21.87,50.79,,
1224204,,,,,23.47,36.58
1225002,25.14,34.26,,,,
1225084,,,21.84,50.86,,
1225216,,,,,23.47,36.28
1226013,25.15,34.15,,,,
1226095,,,21.85,50.93,,
1226227,,,,,23.46,36.04
1227025,25.15,34.03,,,,
1227107,,,21.85,50.97,,
1227239,,,,,23.47,35.83
1228037,25.14,33.91,,,,
1228119,,,21.87,51.02,,
1228251,,,,,23.44,35.61
1229048,25.15,33.7,,,,
1229130,,,21.86,51.01,,
1229263,,,,,23.45,35.34
1230060,25.15,33.55,,,,
1230142,,,21.83,51.06,,
1230275,,,,,23.45,35.09
1231072,25.18,33.43,,,,
1231154,,,21.84,51.11,,
1231287,,,,,23.48,34.93
1232083,25.17,33.26,,,,
1232165,,,21.83,51.09,,
1232298,,,,,23.44,34.66
1233095,25.15,33.15,,,,
1233177,,,21.82,51.13,,
1233310,,,,,23.45,34.44
1234107,25.16,32.92,,,,
1234188,,,21.83,51.18,,
1234322,,,,,23.42,34.24
1235118,25.19,32.71,,,,
1235200,,,21.83,51.18,,
1235334,,,,,23.42,34.02
1236130,25.15,32.56,,,,
1236212,,,21.83,51.17,,
1236345,,,,,23.42,33.81
1237142,25.16,32.35,,,,
1237223,,,21.84,51.24,,
1237357,,,,,23.43,33.64
1238153,25.17,32.19,,,,
1238235,,,21.84,51.23,,
1238369,,,,,23.44,33.41
1239165,25.15,32.05,,,,
1239247,,,21.84,51.24,,
1239381,,,,,23.42,33.18
1240177,25.17,31.88,,,,
1240258,,,21.84,51.23,,
1240392,,,,,23.42,33.01
1241188,25.17,31.77,,,,
1241270,,,21.89,51.26,,
1241404,,,,,23.44,32.86
1242200,25.17,31.63,,,,
1242282,,,21.93,51.23,,
1242416,,,,,23.42,32.64
1243212,25.18,31.48,,,,
1243293,,,21.93,51.22,,
1243427,,,,,23.43,32.45
1244223,25.15,31.33,,,,
1244305,,,21.9,51.18,,
1244439,,,,,23.44,32.24
1245235,25.14,31.15,,,,
1245317,,,21.9,51.21,,
1245451,,,,,23.41,32.05
1246247,25.14,30.99,,,,
1246328,,,21.93,51.19,,
1246462,,,,,23.42,31.9
1247258,25.18,30.84,,,,
1247340,,,21.92,51.16,,
1247474,,,,,23.42,31.72
1248270,25.18,30.69,,,,
1248352,,,21.91,51.11,,
1248486,,,,,23.41,31.58
1249281,25.17,30.54,,,,
1249363,,,21.92,51.11,,
1249497,,,,,23.4,31.33
1250293,25.17,30.39,,,,
1250375,,,21.92,51.1,,
1250509,,,,,23.4,31.18
1251305,25.18,30.19,,,,
1251386,,,21.96,51.04,,
1251521,,,,,23.4,31.03
1252316,25.14,30.05,,,,
1252399,,,21.97,51.03,,
1252532,,,,,23.4,30.87
1253329,25.15,29.9,,,,
1253410,,,21.99,51.05,,
1253544,,,,,23.41,30.7
1254340,25.16,29.76,,,,
1254422,,,21.95,51.0,,
1254556,,,,,23.41,30.52
1255352,25.13,29.62,,,,
1255434,,,21.99,51.0,,
1255567,,,,,23.4,30.34
1256364,25.16,29.53,,,,
1256445,,,21.98,50.97,,
1256579,,,,,23.4,30.16
1257375,25.17,29.39,,,,
1257457,,,21.96,50.94,,
1257591,,,,,23.39,30.03
1258387,25.2,29.17,,,,
1258468,,,21.96,50.95,,
1258602,,,,,23.37,29.84
1259399,25.17,29.03,,,,
1259480,,,21.93,50.89,,
1259614,,,,,23.38,29.69
1260410,25.18,28.8,,,,
1260492,,,21.95,50.93,,
1260626,,,,,23.36,29.51
1261422,25.17,28.63,,,,
1261503,,,21.94,50.93,,
1261637,,,,,23.34,29.37
1262434,25.18,28.55,,,,
1262515,,,21.93,50.92,,
1262649,,,,,23.37,29.21
1263445,25.2,28.36,,,,
1263526,,,21.98,50.93,,
1263661,,,,,23.37,29.11
1264457,25.2,28.21,,,,
1264538,,,21.97,50.89,,
1264672,,,,,23.38,28.93
1265468,25.19,28.07,,,,
1265550,,,21.96,50.9,,
1265684,,,,,23.37,28.79
1266480,25.15,27.9,,,,
1266561,,,22.02,50.83,,
1266696,,,,,23.37,28.62
1267492,25.17,27.76,,,,
1267573,,,22.04,50.83,,
1267707,,,,,23.36,28.45
1268503,25.2,27.65,,,,
1268585,,,22.04,50.86,,
1268719,,,,,23.39,28.31
1269515,25.17,27.49,,,,
1269597,,,22.04,50.83,,
1269731,,,,,23.37,28.14
1270527,25.17,27.38,,,,
1270608,,,22.03,50.79,,
1270742,,,,,23.36,27.97
1271538,25.18,27.24,,,,
1271620,,,22.02,50.76,,
1271754,,,,,23.37,27.79
1272550,25.17,27.1,,,,
1272632,,,22.0,50.74,,
1272766,,,,,23.36,27.68
1273561,25.18,26.99,,,,
1273643,,,22.06,50.76,,
1273778,,,,,23.36,27.54
1274573,25.18,26.79,,,,
1274655,,,22.05,50.73,,
1274789,,,,,23.36,27.4
1275585,25.2,26.68,,,,
1275667,,,22.03,50.69,,
1275801,,,,,23.36,27.23
1276596,25.18,26.51,,,,
1276678,,,22.07,50.71,,
1276813,,,,,23.37,27.14
1277608,25.15,26.37,,,,
1277690,,,22.05,50.63,,
1277825,,,,,23.35,26.95
1278620,25.17,26.32,,,,
1278702,,,22.03,50.67,,
1278837,,,,,23.34,26.86
1279631,25.18,26.25,,,,
1279714,,,22.03,50.64,,
1279849,,,,,23.33,26.7
1280643,25.16,26.11,,,,
1280725,,,22.04,50.7,,
1280860,,,,,23.35,26.54
1281655,25.16,25.98,,,,
1281737,,,22.02,50.66,,
1281872,,,,,23.36,26.43
1282666,25.17,25.83,,,,
1282749,,,22.04,50.64,,
1282884,,,,,23.36,26.27
1283678,25.18,25.75,,,,
1283760,,,22.05,50.65,,
1283895,,,,,23.34,26.14
1284690,25.18,25.61,,,,
1284772,,,22.04,50.65,,
1284907,,,,,23.36,26.02
1285702,25.17,25.48,,,,
1285784,,,22.02,50.67,,
1285919,,,,,23.36,25.91
1286713,25.14,25.27,,,,
1286795,,,22.02,50.68,,
1286931,,,,,23.33,25.76
1287725,25.17,25.19,,,,
1287807,,,22.05,50.69,,
1287942,,,,,23.33,25.59
1288737,25.17,25.1,,,,
1288818,,,22.06,50.68,,
1288954,,,,,23.33,25.53
1289748,25.19,25.05,,,,
1289830,,,22.02,50.68,,
1289966,,,,,23.35,25.39
1290760,25.19,24.87,,,,
1290842,,,22.01,50.68,,
1290978,,,,,23.34,25.29
1291772,25.16,24.76,,,,
1291853,,,22.0,50.7,,
1291989,,,,,23.36,25.15
1292783,25.13,24.66,,,,
1292865,,,22.01,50.69,,
1293001,,,,,23.34,25.03
1293795,25.15,24.54,,,,
1293877,,,22.04,50.72,,
1294013,,,,,23.34,24.93
1294807,25.17,24.49,,,,
1294888,,,22.05,50.69,,
1295024,,,,,23.33,24.83
1295818,25.18,24.34,,,,
1295900,,,22.05,50.71,,
1296036,,,,,23.33,24.68
1296830,25.17,24.29,,,,
1296912,,,22.06,50.73,,
1297048,,,,,23.32,24.56
1297842,25.19,24.2,,,,
1297923,,,22.09,50.71,,
1298060,,,,,23.34,24.41
1298853,25.19,24.08,,,,
1298935,,,22.05,50.66,,
1299071,,,,,23.34,24.32
1299865,25.14,23.9,,,,
1299946,,,22.06,50.63,,
1300083,,,,,23.34,24.19
1300877,25.18,23.78,,,,
1300958,,,22.06,50.64,,
1301095,,,,,23.34,24.11
1301888,25.18,23.65,,,,
1301970,,,22.08,50.66,,
1302107,,,,,23.33,23.96
1302900,25.18,23.55,,,,
1302981,,,22.04,50.61,,
1303118,,,,,23.34,23.87
1303912,25.17,23.35,,,,
1303993,,,22.01,50.64,,
1304130,,,,,23.33,23.76
1304923,25.18,23.36,,,,
1305005,,,22.08,50.67,,
1305142,,,,,23.33,23.64
1305935,25.19,23.3,,,,
1306016,,,22.05,50.67,,
1306154,,,,,23.32,23.54
1306947,25.15,23.17,,,,
1307028,,,22.06,50.64,,
1307166,,,,,23.32,23.44
1307959,25.18,23.1,,,,
1308040,,,22.04,50.67,,
1308177,,,,,23.34,23.34
1308971,25.17,22.95,,,,
1309051,,,22.01,50.66,,
1309189,,,,,23.31,23.2
1309982,25.2,22.84,,,,
1310063,,,22.02,50.7,,
1310201,,,,,23.31,23.15
1310994,25.14,22.72,,,,
1311074,,,22.03,50.71,,
1311213,,,,,23.31,23.01
1312006,25.18,22.65,,,,
1312086,,,22.05,50.67,,
1312224,,,,,23.31,22.9
1313017,25.2,22.55,,,,
1313098,,,22.03,50.69,,
1313236,,,,,23.33,22.81
1314029,25.16,22.49,,,,
1314109,,,22.03,50.68,,
1314248,,,,,23.34,22.66
1315040,25.18,22.41,,,,
1315121,,,22.0,50.69,,
1315259,,,,,23.32,22.58
1316052,25.15,22.36,,,,
1316132,,,22.0,50.71,,
1316271,,,,,23.31,22.53
1317064,25.19,22.28,,,,
1317144,,,22.0,50.7,,
1317283,,,,,23.3,22.47
1318076,25.17,22.23,,,,
1318156,,,22.02,50.78,,
1318294,,,,,23.31,22.35
1319087,25.19,22.16,,,,
1319167,,,22.02,50.73,,
1319306,,,,,23.33,22.26
1320099,25.18,22.08,,,,
1320179,,,22.03,50.76,,
1320318,,,,,23.31,22.1
1321111,25.18,21.96,,,,
1321191,,,22.02,50.7,,
1321329,,,,,23.32,22.06
1322122,25.17,21.88,,,,
1322202,,,22.01,50.71,,
1322341,,,,,23.32,21.96
1323134,25.17,21.86,,,,
1323214,,,21.96,50.74,,
1323353,,,,,23.34,21.88
1324146,25.19,21.69,,,,
1324226,,,21.99,50.76,,
1324364,,,,,23.34,21.8
