timestamp,0xF030D05B_blue_temperature (degrees C),0xF030D05B_blue_humidity (% rH),0xEFCF86D7_yellow_temperature (degrees C),0xEFCF86D7_yellow_humidity (% rH),0xF030D0CF_red_temperature (degrees C),0xF030D0CF_red_humidity (% rH)
12334239,,,,,24.87,6.48
12335177,26.5,6.68,,,,
12335210,,,21.48,53.97,,
12335251,,,,,24.86,6.5
12336189,26.53,6.66,,,,
12336222,,,21.53,53.96,,
12336263,,,,,24.84,6.52
12337200,26.53,6.71,,,,
12337233,,,21.46,53.99,,
12337275,,,,,24.89,6.48
12338212,26.55,6.66,,,,
12338245,,,21.48,53.99,,
12338287,,,,,24.87,6.53
12339224,26.56,6.68,,,,
12339257,,,21.49,54.0,,
12339299,,,,,24.89,6.55
12340236,26.55,6.65,,,,
12340269,,,21.49,53.99,,
12340310,,,,,24.9,6.53
12341248,26.55,6.65,,,,
12341281,,,21.48,53.99,,
12341322,,,,,24.9,6.54
12342259,26.53,6.65,,,,
12342293,,,21.47,53.99,,
12342334,,,,,24.87,6.52
12343271,26.55,6.67,,,,
12343305,,,21.48,54.03,,
12343346,,,,,24.87,6.5
12344283,26.56,6.66,,,,
12344316,,,21.52,54.03,,
12344358,,,,,24.89,6.52
12345295,26.58,6.66,,,,
12345328,,,21.48,54.03,,
12345370,,,,,24.88,6.54
12346307,26.58,6.63,,,,
12346340,,,21.49,54.02,,
12346382,,,,,24.91,6.52
12347319,26.56,6.65,,,,
12347352,,,21.49,54.01,,
12347393,,,,,24.89,6.5
12348330,26.56,6.64,,,,
12348364,,,21.48,54.04,,
12348405,,,,,24.89,6.53
12349342,26.55,6.62,,,,
12349376,,,21.49,54.04,,
12349417,,,,,24.87,6.5
12350354,26.56,6.59,,,,
12350388,,,21.5,54.05,,
12350429,,,,,24.9,6.52
12351366,26.56,6.61,,,,
12351400,,,21.49,54.07,,
12351441,,,,,24.87,6.48
12352378,26.57,6.65,,,,
12352412,,,21.45,54.03,,
12352453,,,,,24.87,6.48
12353390,26.56,6.6,,,,
12353423,,,21.43,54.08,,
12353465,,,,,24.88,6.48
12354401,26.54,6.6,,,,
12354435,,,21.43,54.11,,
12354476,,,,,24.87,6.52
12355413,26.58,6.62,,,,
12355447,,,21.44,54.15,,
12355488,,,,,24.87,6.5
12356425,26.58,6.63,,,,
12356459,,,21.47,54.14,,
12356500,,,,,24.87,6.45
12357437,26.56,6.68,,,,
12357471,,,21.43,54.15,,
12357512,,,,,24.87,6.52
12358448,26.54,6.68,,,,
12358482,,,21.46,54.15,,
12358524,,,,,24.87,6.46
12359460,26.56,6.69,,,,
12359494,,,21.45,54.17,,
12359535,,,,,24.88,6.46
12360472,26.54,6.64,,,,
12360506,,,21.45,54.13,,
12360547,,,,,24.87,6.52
12361484,26.54,6.67,,,,
12361518,,,21.43,54.12,,
12361559,,,,,24.85,6.5
12362496,26.53,6.66,,,,
12362530,,,21.44,54.15,,
12362571,,,,,24.85,6.5
12363507,26.54,6.67,,,,
12363541,,,21.46,54.17,,
12363582,,,,,24.85,6.47
12364519,26.52,6.66,,,,
12364553,,,21.46,54.16,,
12364594,,,,,24.85,6.5
12365531,26.54,6.68,,,,
12365565,,,21.48,54.14,,
12365606,,,,,24.85,6.46
12366543,26.56,6.69,,,,
12366577,,,21.43,54.13,,
12366618,,,,,24.85,6.48
12367555,26.55,6.68,,,,
12367589,,,21.44,54.11,,
12367630,,,,,24.88,6.51
12368567,26.56,6.66,,,,
12368601,,,21.4,54.15,,
12368642,,,,,24.85,6.49
12369578,26.56,6.59,,,,
12369613,,,21.47,54.2,,
12369654,,,,,24.85,6.5
12370590,26.54,6.6,,,,
12370624,,,21.46,54.17,,
12370666,,,,,24.86,6.52
12371602,26.55,6.63,,,,
12371636,,,21.45,54.17,,
12371677,,,,,24.87,6.52
12372614,26.54,6.62,,,,
12372648,,,21.46,54.15,,
12372689,,,,,24.87,6.48
12373625,26.55,6.63,,,,
12373660,,,21.43,54.18,,
12373701,,,,,24.83,6.5
12374637,26.55,6.62,,,,
12374672,,,21.45,54.15,,
12374713,,,,,24.85,6.49
12375649,26.54,6.62,,,,
12375683,,,21.43,54.16,,
12375724,,,,,24.86,6.46
12376661,26.53,6.63,,,,
12376695,,,21.45,54.18,,
12376736,,,,,24.86,6.46
12377673,26.54,6.63,,,,
12377707,,,21.48,54.15,,
12377748,,,,,24.87,6.48
12378684,26.54,6.62,,,,
12378719,,,21.48,54.16,,
12378760,,,,,24.87,6.45
12379696,26.54,6.61,,,,
12379731,,,21.47,54.14,,
12379772,,,,,24.87,6.47
12380708,26.54,6.65,,,,
12380742,,,21.45,54.11,,
12380783,,,,,24.87,6.46
12381720,26.54,6.65,,,,
12381754,,,21.46,54.12,,
12381795,,,,,24.88,6.49
12382731,26.56,6.63,,,,
12382766,,,21.45,54.11,,
12382807,,,,,24.85,6.51
12383743,26.54,6.62,,,,
12383778,,,21.46,54.13,,
12383819,,,,,24.85,6.5
12384755,26.55,6.64,,,,
12384790,,,21.48,54.15,,
12384831,,,,,24.85,6.46
12385767,26.51,6.61,,,,
12385802,,,21.49,54.11,,
12385843,,,,,24.86,6.54
12386779,26.56,6.62,,,,
12386814,,,21.45,54.1,,
12386854,,,,,24.84,6.48
12387791,26.53,6.65,,,,
12387826,,,21.47,54.06,,
12387866,,,,,24.87,6.46
12388803,26.55,6.65,,,,
12388838,,,21.46,54.1,,
12388879,,,,,24.85,6.5
12389815,26.52,6.63,,,,
12389850,,,21.48,54.08,,
12389890,,,,,24.83,6.47
12390827,26.5,6.72,,,,
12390862,,,21.48,54.08,,
12390902,,,,,24.85,6.47
12391838,26.5,6.64,,,,
12391874,,,21.46,54.04,,
12391914,,,,,24.87,6.52
12392850,26.52,6.7,,,,
12392886,,,21.46,54.06,,
12392926,,,,,24.87,6.49
12393862,26.51,6.68,,,,
12393898,,,21.46,54.06,,
12393938,,,,,24.89,6.44
12394874,26.5,6.66,,,,
12394909,,,21.49,54.04,,
12394950,,,,,24.88,6.49
12395886,26.49,6.63,,,,
12395922,,,21.46,54.05,,
12395962,,,,,24.87,6.53
12396898,26.53,6.66,,,,
12396933,,,21.47,54.06,,
12396974,,,,,24.87,6.52
12397910,26.49,6.67,,,,
12397945,,,21.45,54.07,,
12397986,,,,,24.88,6.51
12398922,26.49,6.64,,,,
12398957,,,21.43,54.06,,
12398998,,,,,24.88,6.49
12399934,26.49,6.66,,,,
12399969,,,21.44,54.06,,
12400010,,,,,24.87,6.48
12400946,26.5,6.64,,,,
12400981,,,21.45,54.07,,
12401022,,,,,24.89,6.48
12401958,26.53,6.6,,,,
12401993,,,21.46,54.04,,
12402034,,,,,24.89,6.49
12402970,26.52,6.59,,,,
12403005,,,21.45,54.07,,
12403046,,,,,24.89,6.5
12403982,26.53,6.59,,,,
12404017,,,21.46,54.03,,
12404058,,,,,24.89,6.46
12404994,26.52,6.6,,,,
12405029,,,21.47,54.03,,
12405070,,,,,24.9,6.47
12406006,26.5,6.62,,,,
12406041,,,21.47,54.03,,
12406082,,,,,24.87,6.43
12407018,26.51,6.59,,,,
12407053,,,21.48,54.08,,
12407093,,,,,24.88,6.46
12408030,26.49,6.62,,,,
12408065,,,21.52,54.09,,
12408105,,,,,24.86,6.46
12409042,26.52,6.63,,,,
12409078,,,21.49,54.05,,
12409118,,,,,24.9,6.41
12410054,26.48,6.61,,,,
12410089,,,21.5,54.04,,
12410130,,,,,24.89,6.43
12411066,26.51,6.55,,,,
12411101,,,21.48,54.03,,
12411141,,,,,24.87,6.45
12412078,26.51,6.62,,,,
12412113,,,21.47,54.03,,
12412153,,,,,24.88,6.42
12413090,26.53,6.53,,,,
12413125,,,21.47,54.03,,
12413165,,,,,24.86,6.4
12414102,26.5,6.53,,,,
12414137,,,21.47,53.98,,
12414177,,,,,24.84,6.44
12415114,26.52,6.6,,,,
12415149,,,21.47,54.03,,
12415189,,,,,24.88,6.4
12416126,26.51,6.59,,,,
12416161,,,21.46,54.07,,
12416201,,,,,24.88,6.4
12417137,26.54,6.56,,,,
12417173,,,21.45,54.06,,
12417213,,,,,24.89,6.42
12418149,26.5,6.53,,,,
12418185,,,21.45,54.04,,
12418225,,,,,24.89,6.43
12419161,26.51,6.53,,,,
12419197,,,21.47,54.09,,
12419237,,,,,24.89,6.42
12420173,26.51,6.57,,,,
12420209,,,21.48,54.08,,
12420249,,,,,24.87,6.42
12421185,26.51,6.54,,,,
12421221,,,21.49,54.11,,
12421261,,,,,24.89,6.42
12422197,26.5,6.55,,,,
12422233,,,21.49,54.09,,
12422273,,,,,24.85,6.43
12423209,26.53,6.54,,,,
12423245,,,21.48,54.04,,
12423285,,,,,24.85,6.4
12424221,26.54,6.56,,,,
12424257,,,21.48,54.02,,
12424296,,,,,24.88,6.37
12425233,26.54,6.54,,,,
12425268,,,21.46,54.04,,
12425308,,,,,24.88,6.38
12426245,26.54,6.59,,,,
12426280,,,21.47,54.06,,
12426320,,,,,24.9,6.43
12427257,26.54,6.5,,,,
12427292,,,21.49,54.04,,
12427332,,,,,24.88,6.37
12428269,26.54,6.51,,,,
12428304,,,21.49,54.03,,
12428344,,,,,24.88,6.42
12429281,26.55,6.5,,,,
12429316,,,21.5,54.01,,
12429356,,,,,24.89,6.38
12430292,26.53,6.46,,,,
12430328,,,21.48,54.04,,
12430368,,,,,24.9,6.4
12431304,26.52,6.49,,,,
12431340,,,21.5,54.03,,
12431380,,,,,24.88,6.41
12432316,26.55,6.49,,,,
12432352,,,21.49,54.07,,
12432392,,,,,24.9,6.37
12433328,26.53,6.51,,,,
12433364,,,21.53,54.04,,
12433404,,,,,24.89,6.35
12434340,26.52,6.51,,,,
12434376,,,21.52,54.03,,
12434415,,,,,24.88,6.38
12435352,26.51,6.47,,,,
12435388,,,21.49,54.02,,
12435427,,,,,24.88,6.36
12436364,26.54,6.51,,,,
12436399,,,21.52,53.99,,
12436439,,,,,24.89,6.35
12437376,26.53,6.55,,,,
12437411,,,21.54,54.0,,
12437451,,,,,24.87,6.39
12438387,26.53,6.56,,,,
12438423,,,21.52,53.97,,
12438463,,,,,24.91,6.38
12439400,26.53,6.55,,,,
12439436,,,21.54,53.97,,
12439476,,,,,24.89,6.38
12440412,26.53,6.51,,,,
12440448,,,21.53,53.98,,
12440488,,,,,24.88,6.37
12441424,26.54,6.56,,,,
12441460,,,21.54,53.99,,
12441500,,,,,24.88,6.36
12442436,26.53,6.54,,,,
12442472,,,21.52,53.96,,
12442511,,,,,24.87,6.32
12443448,26.53,6.51,,,,
12443484,,,21.5,53.96,,
12443523,,,,,24.88,6.36
12444460,26.51,6.47,,,,
12444495,,,21.51,54.0,,
12444535,,,,,24.91,6.36
12445472,26.55,6.52,,,,
12445508,,,21.52,53.96,,
12445547,,,,,24.9,6.4
12446484,26.55,6.51,,,,
12446520,,,21.52,53.96,,
12446559,,,,,24.87,6.34
12447496,26.55,6.51,,,,
12447532,,,21.52,53.97,,
12447571,,,,,24.87,6.35
12448508,26.54,6.52,,,,
12448544,,,21.55,53.95,,
12448583,,,,,24.87,6.32
12449520,26.56,6.52,,,,
12449556,,,21.55,53.99,,
12449595,,,,,24.88,6.39
12450532,26.56,6.47,,,,
12450567,,,21.56,53.95,,
12450607,,,,,24.88,6.41
12451543,26.55,6.51,,,,
12451579,,,21.53,53.94,,
12451619,,,,,24.88,6.43
12452555,26.54,6.49,,,,
12452591,,,21.53,53.92,,
12452631,,,,,24.85,6.4
12453567,26.56,6.5,,,,
12453603,,,21.49,53.95,,
12453642,,,,,24.86,6.33
12454579,26.54,6.46,,,,
12454615,,,21.51,53.99,,
12454654,,,,,24.85,6.38
12455591,26.56,6.48,,,,
12455626,,,21.52,53.99,,
12455666,,,,,24.85,6.42
12456602,26.55,6.5,,,,
12456638,,,21.51,54.0,,
12456678,,,,,24.88,6.37
12457614,26.55,6.54,,,,
12457650,,,21.5,54.02,,
12457690,,,,,24.83,6.33
12458626,26.54,6.49,,,,
12458662,,,21.5,54.03,,
12458702,,,,,24.84,6.4
12459638,26.55,6.53,,,,
12459674,,,21.5,54.06,,
12459713,,,,,24.85,6.41
12460650,26.54,6.49,,,,
12460686,,,21.53,54.06,,
12460725,,,,,24.84,6.39
12461662,26.53,6.53,,,,
12461698,,,21.51,54.07,,
12461737,,,,,24.82,6.36
12462673,26.55,6.5,,,,
12462709,,,21.52,54.1,,
12462749,,,,,24.85,6.36
12463685,26.56,6.48,,,,
12463722,,,21.5,54.06,,
12463761,,,,,24.85,6.35
12464697,26.58,6.49,,,,
12464733,,,21.52,54.03,,
12464773,,,,,24.84,6.4
12465709,26.57,6.48,,,,
12465745,,,21.54,54.05,,
12465785,,,,,24.82,6.37
12466721,26.56,6.46,,,,
12466757,,,21.54,54.07,,
12466796,,,,,24.83,6.34
12467733,26.56,6.44,,,,
12467769,,,21.53,54.02,,
12467808,,,,,24.82,6.36
12468745,26.56,6.47,,,,
12468781,,,21.52,54.02,,
12468820,,,,,24.82,6.37
12469757,26.57,6.42,,,,
12469793,,,21.53,54.03,,
12469832,,,,,24.85,6.33
12470768,26.55,6.46,,,,
12470805,,,21.51,54.03,,
12470844,,,,,24.85,6.33
12471780,26.57,6.46,,,,
12471817,,,21.55,54.03,,
12471856,,,,,24.83,6.3
12472792,26.56,6.44,,,,
12472829,,,21.55,54.03,,
12472868,,,,,24.83,6.37
12473804,26.55,6.45,,,,
12473841,,,21.56,54.0,,
12473880,,,,,24.83,6.33
12474816,26.55,6.42,,,,
12474853,,,21.54,53.97,,
12474892,,,,,24.81,6.36
12475828,26.55,6.38,,,,
12475865,,,21.56,53.99,,
12475903,,,,,24.81,6.36
12476840,26.56,6.4,,,,
12476876,,,21.56,53.98,,
12476915,,,,,24.83,6.34
12477852,26.55,6.39,,,,
12477888,,,21.57,53.95,,
12477927,,,,,24.83,6.31
12478863,26.54,6.38,,,,
12478900,,,21.52,53.93,,
12478939,,,,,24.85,6.29
12479875,26.55,6.38,,,,
12479912,,,21.56,53.95,,
12479951,,,,,24.82,6.29
12480887,26.54,6.43,,,,
12480924,,,21.54,53.9,,
12480963,,,,,24.81,6.32
12481899,26.54,6.39,,,,
12481936,,,21.56,53.91,,
12481975,,,,,24.83,6.32
12482911,26.53,6.39,,,,
12482948,,,21.56,53.88,,
12482987,,,,,24.81,6.39
12483923,26.55,6.36,,,,
12483960,,,21.52,53.88,,
12483998,,,,,24.83,6.35
12484934,26.53,6.43,,,,
12484971,,,21.52,53.9,,
12485010,,,,,24.82,6.32
12485946,26.55,6.45,,,,
12485983,,,21.54,53.92,,
12486022,,,,,24.82,6.36
12486958,26.56,6.48,,,,
12486995,,,21.54,53.91,,
12487034,,,,,24.79,6.36
12487970,26.58,6.46,,,,
12488007,,,21.52,53.96,,
12488046,,,,,24.82,6.33
12488982,26.56,6.43,,,,
12489019,,,21.56,53.93,,
12489057,,,,,24.82,6.36
12489993,26.56,6.42,,,,
12490031,,,21.56,53.91,,
12490069,,,,,24.83,6.32
12491005,26.54,6.47,,,,
12491042,,,21.54,53.88,,
12491081,,,,,24.79,6.35
12492017,26.56,6.42,,,,
12492054,,,21.57,53.9,,
12492093,,,,,24.81,6.37
12493029,26.52,6.4,,,,
12493066,,,21.53,53.87,,
12493105,,,,,24.8,6.34
12494041,26.56,6.49,,,,
12494078,,,21.54,53.91,,
12494117,,,,,24.78,6.31
12495053,26.54,6.38,,,,
12495090,,,21.57,53.9,,
12495129,,,,,24.82,6.34
12496065,26.55,6.44,,,,
12496102,,,21.57,53.91,,
12496140,,,,,24.79,6.31
12497076,26.55,6.46,,,,
12497114,,,21.58,53.92,,
12497152,,,,,24.79,6.34
12498088,26.55,6.39,,,,
12498126,,,21.57,53.91,,
12498164,,,,,24.78,6.31
12499100,26.57,6.43,,,,
12499137,,,21.57,53.87,,
12499176,,,,,24.78,6.34
12500112,26.55,6.35,,,,
12500149,,,21.56,53.86,,
12500188,,,,,24.77,6.34
12501124,26.54,6.37,,,,
12501161,,,21.58,53.9,,
12501200,,,,,24.78,6.31
12502135,26.55,6.37,,,,
12502173,,,21.57,53.91,,
12502211,,,,,24.79,6.34
12503147,26.54,6.36,,,,
12503185,,,21.6,53.89,,
12503223,,,,,24.8,6.35
12504159,26.56,6.3,,,,
12504197,,,21.61,53.89,,
12504235,,,,,24.78,6.31
12505171,26.58,6.31,,,,
12505209,,,21.59,53.84,,
12505247,,,,,24.77,6.3
12506183,26.56,6.33,,,,
12506221,,,21.57,53.85,,
12506259,,,,,24.76,6.29
12507195,26.55,6.31,,,,
12507233,,,21.6,53.86,,
12507271,,,,,24.76,6.29
12508207,26.55,6.26,,,,
12508245,,,21.58,53.85,,
12508283,,,,,24.78,6.24
12509219,26.53,6.36,,,,
12509257,,,21.58,53.84,,
12509295,,,,,24.77,6.28
12510231,26.51,6.29,,,,
12510269,,,21.6,53.84,,
12510307,,,,,24.77,6.26
12511243,26.55,6.32,,,,
12511281,,,21.61,53.85,,
12511319,,,,,24.75,6.28
12512254,26.55,6.32,,,,
12512292,,,21.56,53.86,,
12512331,,,,,24.78,6.27
12513266,26.53,6.31,,,,
12513304,,,21.56,53.89,,
12513343,,,,,24.8,6.25
12514278,26.55,6.29,,,,
12514317,,,21.55,53.86,,
12514355,,,,,24.76,6.24
12515290,26.56,6.34,,,,
12515329,,,21.58,53.87,,
12515367,,,,,24.78,6.26
12516302,26.56,6.25,,,,
12516341,,,21.56,53.9,,
12516379,,,,,24.78,6.3
12517314,26.54,6.29,,,,
12517353,,,21.58,53.9,,
12517391,,,,,24.79,6.26
12518326,26.55,6.3,,,,
12518365,,,21.55,53.89,,
12518403,,,,,24.79,6.27
12519338,26.54,6.31,,,,
12519377,,,21.59,53.91,,
12519415,,,,,24.78,6.24
12520350,26.53,6.31,,,,
12520389,,,21.56,53.93,,
12520426,,,,,24.79,6.24
12521362,26.53,6.27,,,,
12521400,,,21.56,53.91,,
12521438,,,,,24.79,6.19
12522374,26.54,6.29,,,,
12522412,,,21.56,53.98,,
12522450,,,,,24.8,6.2
12523386,26.53,6.29,,,,
12523424,,,21.57,53.96,,
12523462,,,,,24.81,6.25
12524398,26.54,6.33,,,,
12524437,,,21.58,53.96,,
12524474,,,,,24.78,6.26
12525410,26.53,6.36,,,,
12525449,,,21.57,53.96,,
12525486,,,,,24.78,6.21
12526422,26.54,6.35,,,,
12526460,,,21.58,53.96,,
12526498,,,,,24.78,6.21
12527434,26.53,6.36,,,,
12527472,,,21.55,53.96,,
12527510,,,,,24.75,6.2
12528446,26.55,6.36,,,,
12528485,,,21.54,53.95,,
12528522,,,,,24.76,6.23
12529458,26.55,6.34,,,,
12529497,,,21.52,53.96,,
12529534,,,,,24.75,6.26
12530470,26.52,6.31,,,,
12530509,,,21.52,53.98,,
12530546,,,,,24.75,6.23
12531482,26.53,6.32,,,,
12531521,,,21.54,54.01,,
12531558,,,,,24.75,6.26
12532494,26.53,6.3,,,,
12532533,,,21.56,54.03,,
12532570,,,,,24.74,6.24
12533506,26.52,6.32,,,,
12533545,,,21.58,54.02,,
12533582,,,,,24.74,6.24
12534518,26.56,6.34,,,,
12534557,,,21.51,54.0,,
12534594,,,,,24.74,6.21
12535529,26.53,6.33,,,,
12535568,,,21.52,53.99,,
12535606,,,,,24.74,6.24
12536541,26.53,6.32,,,,
12536580,,,21.53,54.0,,
12536618,,,,,24.73,6.23
12537553,26.55,6.33,,,,
12537592,,,21.5,54.02,,
12537630,,,,,24.76,6.29
12538565,26.53,6.31,,,,
12538604,,,21.51,54.06,,
12538642,,,,,24.78,6.23
12539577,26.55,6.34,,,,
12539616,,,21.53,54.07,,
12539654,,,,,24.75,6.26
12540589,26.54,6.37,,,,
12540628,,,21.5,54.11,,
12540666,,,,,24.76,6.22
12541601,26.55,6.28,,,,
12541640,,,21.54,54.07,,
12541678,,,,,24.75,6.24
12542613,26.55,6.34,,,,
12542652,,,21.53,54.06,,
12542690,,,,,24.77,6.2
12543625,26.57,6.27,,,,
12543664,,,21.53,54.04,,
12543702,,,,,24.77,6.21
12544637,26.55,6.29,,,,
12544676,,,21.52,54.05,,
12544714,,,,,24.74,6.24
12545649,26.54,6.31,,,,
12545688,,,21.51,54.01,,
12545726,,,,,24.75,6.22
12546661,26.53,6.33,,,,
12546700,,,21.53,54.02,,
12546738,,,,,24.71,6.21
12547673,26.53,6.31,,,,
12547712,,,21.54,54.04,,
12547750,,,,,24.75,6.21
12548685,26.56,6.32,,,,
12548724,,,21.53,54.01,,
12548762,,,,,24.76,6.25
12549696,26.54,6.3,,,,
12549736,,,21.52,54.03,,
12549773,,,,,24.74,6.22
12550708,26.55,6.33,,,,
12550748,,,21.49,54.01,,
12550785,,,,,24.74,6.23
12551720,26.54,6.36,,,,
12551760,,,21.49,54.01,,
12551797,,,,,24.74,6.21
12552732,26.54,6.34,,,,
12552772,,,21.49,54.04,,
12552809,,,,,24.75,6.25
12553744,26.54,6.37,,,,
12553784,,,21.53,54.04,,
12553821,,,,,24.75,6.21
12554756,26.55,6.3,,,,
12554796,,,21.54,54.01,,
12554833,,,,,24.75,6.25
12555768,26.55,6.33,,,,
12555808,,,21.49,54.0,,
12555845,,,,,24.75,6.25
12556780,26.52,6.34,,,,
12556820,,,21.53,53.98,,
12556857,,,,,24.73,6.24
12557792,26.51,6.34,,,,
12557832,,,21.51,53.97,,
12557869,,,,,24.74,6.23
12558803,26.53,6.34,,,,
12558843,,,21.53,53.99,,
12558881,,,,,24.72,6.23
12559815,26.51,6.33,,,,
12559855,,,21.54,53.98,,
12559892,,,,,24.74,6.23
12560827,26.55,6.35,,,,
12560867,,,21.53,54.0,,
12560904,,,,,24.7,6.24
12561839,26.58,6.34,,,,
12561879,,,21.53,53.97,,
12561916,,,,,24.7,6.23
12562850,26.53,6.32,,,,
12562891,,,21.53,54.0,,
12562928,,,,,24.72,6.23
12563862,26.53,6.37,,,,
12563903,,,21.55,53.96,,
12563940,,,,,24.74,6.21
12564874,26.54,6.33,,,,
12564914,,,21.55,54.01,,
12564951,,,,,24.71,6.2
12565886,26.55,6.33,,,,
12565926,,,21.54,53.98,,
12565963,,,,,24.74,6.18
12566898,26.54,6.31,,,,
12566938,,,21.54,54.03,,
12566975,,,,,24.74,6.23
12567910,26.53,6.31,,,,
12567950,,,21.54,53.99,,
12567987,,,,,24.74,6.2
12568922,26.54,6.3,,,,
12568962,,,21.52,53.97,,
12568999,,,,,24.72,6.19
12569933,26.55,6.32,,,,
12569974,,,21.52,53.99,,
12570011,,,,,24.73,6.2
12570945,26.55,6.35,,,,
12570986,,,21.52,53.97,,
12571023,,,,,24.73,6.2
12571958,26.55,6.25,,,,
12571998,,,21.5,53.99,,
12572035,,,,,24.7,6.21
12572970,26.55,6.3,,,,
12573010,,,21.5,53.99,,
12573047,,,,,24.74,6.24
12573982,26.56,6.28,,,,
12574023,,,21.49,54.03,,
12574059,,,,,24.74,6.21
12574994,26.53,6.3,,,,
12575034,,,21.52,54.04,,
12575071,,,,,24.71,6.26
12576006,26.53,6.27,,,,
12576046,,,21.49,54.0,,
12576083,,,,,24.73,6.2
12577017,26.53,6.29,,,,
12577058,,,21.47,54.03,,
12577095,,,,,24.73,6.29
12578029,26.52,6.29,,,,
12578070,,,21.46,54.1,,
12578107,,,,,24.72,6.18
12579041,26.53,6.31,,,,
12579082,,,21.49,54.09,,
12579119,,,,,24.73,6.21
12580053,26.57,6.29,,,,
12580094,,,21.46,54.13,,
12580131,,,,,24.74,6.22
12581065,26.54,6.29,,,,
12581106,,,21.49,54.13,,
12581143,,,,,24.72,6.24
12582077,26.53,6.33,,,,
12582118,,,21.47,54.15,,
12582155,,,,,24.73,6.23
12583089,26.54,6.32,,,,
12583130,,,21.45,54.14,,
12583166,,,,,24.74,6.25
12584101,26.55,6.34,,,,
12584142,,,21.48,54.15,,
12584178,,,,,24.72,6.24
12585112,26.53,6.33,,,,
12585154,,,21.49,54.17,,
12585190,,,,,24.75,6.2
12586124,26.51,6.33,,,,
12586166,,,21.45,54.16,,
12586202,,,,,24.73,6.22
12587136,26.5,6.36,,,,
12587177,,,21.5,54.17,,
12587214,,,,,24.72,6.22
12588148,26.51,6.39,,,,
12588189,,,21.43,54.11,,
12588226,,,,,24.7,6.24
12589160,26.53,6.38,,,,
12589201,,,21.45,54.15,,
12589238,,,,,24.72,6.25
12590172,26.52,6.39,,,,
12590213,,,21.46,54.15,,
12590250,,,,,24.72,6.25
12591183,26.52,6.41,,,,
12591225,,,21.48,54.16,,
12591262,,,,,24.73,6.27
12592195,26.53,6.36,,,,
12592237,,,21.49,54.16,,
12592273,,,,,24.73,6.21
12593207,26.55,6.37,,,,
12593249,,,21.48,54.13,,
12593285,,,,,24.71,6.29
12594219,26.53,6.39,,,,
12594261,,,21.49,54.12,,
12594297,,,,,24.71,6.28
12595231,26.5,6.34,,,,
12595272,,,21.51,54.13,,
12595309,,,,,24.71,6.27
12596243,26.53,6.4,,,,
12596284,,,21.49,54.12,,
12596321,,,,,24.72,6.32
12597255,26.53,6.34,,,,
12597296,,,21.47,54.11,,
12597333,,,,,24.69,6.33
12598266,26.51,6.43,,,,
12598308,,,21.49,54.12,,
12598345,,,,,24.72,6.3
12599278,26.5,6.35,,,,
12599320,,,21.49,54.09,,
12599357,,,,,24.74,6.34
12600290,26.53,6.34,,,,
12600332,,,21.45,54.14,,
12600368,,,,,24.75,6.26
12601302,26.52,6.3,,,,
12601344,,,21.48,54.09,,
12601380,,,,,24.74,6.3
12602314,26.54,6.41,,,,
12602356,,,21.47,54.14,,
12602392,,,,,24.72,6.3
12603325,26.52,6.33,,,,
12603367,,,21.47,54.15,,
12603404,,,,,24.73,6.34
12604337,26.52,6.39,,,,
12604379,,,21.47,54.17,,
12604415,,,,,24.72,6.36
12605349,26.53,6.38,,,,
12605391,,,21.49,54.12,,
12605427,,,,,24.72,6.35
12606361,26.51,6.36,,,,
12606403,,,21.47,54.11,,
12606439,,,,,24.72,6.37
12607372,26.54,6.37,,,,
12607415,,,21.48,54.12,,
12607451,,,,,24.73,6.37
12608384,26.55,6.33,,,,
12608427,,,21.48,54.08,,
12608463,,,,,24.72,6.34
12609396,26.53,6.38,,,,
12609438,,,21.48,54.12,,
12609474,,,,,24.71,6.37
12610408,26.53,6.4,,,,
12610450,,,21.48,54.13,,
12610486,,,,,24.7,6.37
12611420,26.53,6.41,,,,
12611462,,,21.47,54.14,,
12611498,,,,,24.71,6.39
12612432,26.51,6.39,,,,
12612474,,,21.46,54.12,,
12612510,,,,,24.73,6.38
12613444,26.54,6.42,,,,
12613486,,,21.48,54.14,,
12613522,,,,,24.74,6.38
12614455,26.52,6.45,,,,
12614498,,,21.45,54.15,,
12614534,,,,,24.71,6.41
12615467,26.53,6.5,,,,
12615510,,,21.46,54.14,,
12615546,,,,,24.74,6.43
12616479,26.53,6.45,,,,
12616522,,,21.48,54.17,,
12616558,,,,,24.73,6.37
12617491,26.53,6.4,,,,
12617534,,,21.48,54.15,,
12617570,,,,,24.71,6.43
12618503,26.5,6.48,,,,
12618545,,,21.48,54.16,,
12618581,,,,,24.71,6.42
12619515,26.52,6.51,,,,
12619557,,,21.49,54.16,,
12619593,,,,,24.71,6.42
12620527,26.53,6.51,,,,
12620569,,,21.46,54.19,,
12620605,,,,,24.69,6.43
12621539,26.54,6.53,,,,
12621581,,,21.46,54.17,,
12621617,,,,,24.72,6.44
12622551,26.53,6.54,,,,
12622593,,,21.46,54.19,,
12622629,,,,,24.72,6.46
12623562,26.52,6.57,,,,
12623605,,,21.47,54.16,,
12623641,,,,,24.72,6.44
12624574,26.54,6.58,,,,
12624617,,,21.48,54.18,,
12624653,,,,,24.72,6.44
12625586,26.54,6.6,,,,
12625629,,,21.45,54.21,,
12625664,,,,,24.72,6.42
12626598,26.56,6.58,,,,
